Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Enrolled_Units,Total_Approved_Units,Grade_Improvement,Failure_Flag
Married,Over 23 years old,0.2857142857142857,Social Service,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Administrative Staff,No,No,No,Yes,Male,No,1.0,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,Dropout,12.0,0.0,-0.5250000000000004,1
Single,Holders of other higher courses,0.2857142857142857,Management (evening attendance),Evening,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,0.588235294117647,No,0.0,0.375,0.375,0.38095238095238093,0.6354166666666665,0.0,0.0,0.375,0.375,0.3333333333333333,0.6653225806451611,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,10.0,8.0,0.25,0
Single,1st phase—general contingent,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Student,Legislative/Executive Officers,Yes,No,No,Yes,Male,No,0.3529411764705883,No,0.0,0.5,0.5625,0.38095238095238093,0.40104166666666674,0.0,0.0,0.5,0.625,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,Dropout,12.0,4.0,-4.375000000000001,0
Single,2nd phase—general contingent,0.8571428571428571,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,Yes,0.05882352941176472,No,0.0,0.5,0.4375,0.5714285714285714,0.49404761904761885,0.0,0.0,0.5,0.5,0.5,0.43145161290322587,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate,12.0,12.0,-0.8095238095238084,0
Married,Over 23 years old,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Administrative Staff,No,No,No,Yes,Male,No,0.5294117647058822,No,0.0,0.75,0.5,0.6666666666666666,0.591220238095238,0.0,0.0,0.75,0.5,0.5833333333333333,0.600069124423963,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,16.0,14.0,0.0,0
Single,1st phase—general contingent,1.0,Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Technicians & Professionals,Armed Forces,No,No,No,Yes,Male,No,0.05882352941176472,No,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,Dropout,10.0,0.0,-0.5250000000000004,1
Single,Over 23 years old,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,Higher Education Degree,Doctorate,Scientific Specialists,Scientific Specialists,No,No,Yes,Yes,Male,No,0.7058823529411764,No,0.0,0.375,0.5625,0.2857142857142857,0.375,0.0,0.0,0.375,0.6875,0.16666666666666666,0.6411290322580644,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout,10.0,5.0,2.5,0
Single,2nd phase—general contingent,0.2857142857142857,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Male,No,0.2941176470588236,No,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.4375,0.0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Dropout,12.0,0.0,-0.5250000000000004,1
Single,Change in course,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Secretaries/Office Workers,Drivers/Mobile Operators,Yes,No,No,Yes,Female,No,0.23529411764705888,No,0.0,0.625,0.75,0.38095238095238093,0.5963541666666665,0.0,0.0,0.625,0.5,0.5,0.5282258064516129,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Enrolled,14.0,10.0,-0.7916666666666661,0
Single,1st phase—general contingent,0.8571428571428571,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.75,0.5,0.6666666666666666,0.6367559523809523,0.0,0.0,0.75,0.5,0.5833333333333333,0.6423732718894007,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,16.0,14.0,0.0,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.5,0.4375,0.5714285714285714,0.5659722222222223,0.0,0.0,0.5,0.375,0.5,0.5120967741935484,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,12.0,12.0,-0.6666666666666679,0
Single,1st phase—general contingent,0.8571428571428571,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.375,0.5,0.2857142857142857,0.7916666666666665,0.0,0.0,0.375,0.5625,0.25,0.46370967741935465,0.0,0.2093023255813954,0.0,0.12417437252311753,Dropout,10.0,6.0,-3.333333333333334,0
Single,Over 23 years old,0.2857142857142857,Agronomy,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Administrative Staff,Unskilled Workers,No,No,Yes,No,Female,No,1.0,No,0.0,0.5,0.75,0.47619047619047616,0.5625,0.0,0.0,0.5,1.0,0.25,0.6249999999999999,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Dropout,12.0,8.0,0.5333333333333332,0
Single,2nd phase—general contingent,0.8571428571428571,Tourism,Daytime,Secondary education,Santomean,Accounting & Admin course,Higher Education Degree,Unskilled Workers,Technicians & Professionals,Yes,No,Yes,No,Female,No,0.17647058823529416,Yes,0.0,0.5,0.875,0.2857142857142857,0.5138888888888888,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Dropout,12.0,3.0,-5.458333333333335,0
Single,1st phase—general contingent,0.8571428571428571,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Legislative/Executive Officers,Yes,No,No,Yes,Male,No,0.05882352941176472,No,0.0,0.75,0.9375,0.47619047619047616,0.5091666666666665,0.0,0.0,0.75,0.9375,0.41666666666666663,0.5238387096774194,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Dropout,16.0,10.0,0.0,0
Single,Change in course,0.5714285714285714,Social Service (evening attendance),Evening,Higher education—degree,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Male,No,0.8235294117647058,No,0.0,1.0,1.0,1.0,0.5138888888888888,0.0,0.0,1.0,0.8125,0.5833333333333333,0.6203917050691244,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,20.0,17.5,0.9523809523809526,0
Single,1st phase—general contingent,0.5714285714285714,Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,Yes,0.05882352941176472,No,0.0,0.375,0.5625,0.38095238095238093,0.42708333333333326,0.0,0.0,0.375,0.3125,0.41666666666666663,0.5733870967741935,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,10.0,9.0,1.3000000000000007,0
Single,Change in course,0.5714285714285714,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,No,0.2941176470588236,No,0.0,0.5,0.375,0.5714285714285714,0.4618055555555556,0.0,0.0,0.5,0.6875,0.3333333333333333,0.4130184331797234,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Dropout,12.0,10.0,-0.6904761904761916,0
Single,Change in institution/course,0.2857142857142857,Management,Daytime,Basic education 3rd cycle,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Service/Sales/Security,No,No,Yes,No,Male,No,1.0,No,0.0,0.375,0.3125,0.0,0.0,0.0,0.0,0.375,0.3125,0.0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,Dropout,10.0,0.0,-0.5250000000000004,1
Single,Change in course,0.2857142857142857,Management (evening attendance),Evening,Higher education—degree,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Unskilled Workers,No,No,No,Yes,Male,No,0.9411764705882353,No,0.0,0.375,0.3125,0.0,0.0,0.0,0.0,0.375,0.3125,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout,10.0,0.0,-0.5250000000000004,1
Single,1st phase—general contingent,0.8571428571428571,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Service/Sales/Security,No,No,No,Yes,Male,Yes,0.11764705882352944,No,0.0,0.375,0.625,0.47619047619047616,0.4583333333333335,0.0,0.0,0.375,0.75,0.25,0.44758064516129037,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Enrolled,10.0,8.0,-0.3000000000000007,0
Single,2nd phase—general contingent,0.2857142857142857,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Legislative/Executive Officers,Legislative/Executive Officers,No,No,No,Yes,Male,No,0.05882352941176472,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,Dropout,12.0,0.0,-0.5250000000000004,1
Single,1st phase—general contingent,1.0,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,No,No,No,No,Male,Yes,0.05882352941176472,No,0.0,0.375,0.375,0.47619047619047616,0.4999999999999998,0.0,0.0,0.375,0.5,0.3333333333333333,0.4959677419354839,0.0,0.15116279069767458,0.4888888888888888,1.0,Enrolled,10.0,9.0,-0.1999999999999993,0
Single,Change in institution/course,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Technicians & Professionals,Yes,No,No,Yes,Male,No,0.588235294117647,No,0.0,0.5,0.375,0.5714285714285714,0.5138888888888888,0.0,0.0,0.375,0.3125,0.41666666666666663,0.5927419354838709,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,11.0,11.0,0.6666666666666661,0
Single,Over 23 years old,0.2857142857142857,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,0.5294117647058822,No,0.0,0.5,0.4375,0.5714285714285714,0.5238095238095237,0.0,0.0,0.5,0.375,0.5,0.5766129032258064,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,12.0,12.0,0.4047619047619051,0
Single,1st phase—general contingent,1.0,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.625,0.4375,0.6666666666666666,0.5589285714285717,0.0,0.0,0.75,0.5625,0.6666666666666666,0.6454301075268817,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,15.0,15.0,0.7787301587301556,0
Married,Change in institution/course,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,1.0,No,0.0,0.625,0.6875,0.47619047619047616,0.48958333333333326,0.0,0.0,0.625,0.625,0.41666666666666663,0.554032258064516,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Dropout,14.0,10.0,0.5,0
Single,1st phase—general contingent,0.5714285714285714,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,0.11764705882352944,No,0.0,0.375,0.625,0.47619047619047616,0.47916666666666674,0.0,0.0,0.375,0.5625,0.41666666666666663,0.44758064516129037,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate,10.0,10.0,-0.5,0
Single,3rd phase—general contingent,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Male,No,0.17647058823529416,No,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,Dropout,12.0,0.0,-0.5250000000000004,1
Single,Over 23 years old,0.2857142857142857,Agronomy,Daytime,Basic education 3rd cycle,Portuguese,General commerce course,Basic Edu 1st Cycle,Legislative/Executive Officers,Legislative/Executive Officers,No,No,Yes,Yes,Male,No,0.4117647058823528,No,0.0,0.5,0.625,0.5714285714285714,0.7800925925925926,0.0,0.0,0.5,0.6875,0.5,0.6631231671554253,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Enrolled,12.0,12.0,-1.1616161616161609,0
Divorced,Change in course,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Farmers/Ag Workers,No,No,No,Yes,Female,No,0.8235294117647058,No,0.0,1.0,1.0,1.0,0.41220238095238093,0.0,0.0,1.0,0.875,1.0,0.4959677419354839,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,20.0,22.5,0.6428571428571423,0
Single,Change in course,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,0.47058823529411753,No,0.0,0.5,0.375,0.5714285714285714,0.6354166666666665,0.0,0.0,0.5,0.375,0.5,0.5443548387096774,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,12.0,12.0,-1.0,0
Single,2nd phase—general contingent,1.0,Journalism and Communication,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,Yes,No,Female,No,0.11764705882352944,No,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.15116279069767458,0.4888888888888888,1.0,Dropout,12.0,0.0,-0.5250000000000004,1
Single,2nd phase—general contingent,0.8571428571428571,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Bachelor’s Degree,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.625,0.4375,0.6666666666666666,0.6754464285714283,0.0,0.0,0.75,0.5625,0.6666666666666666,0.7620967741935484,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Dropout,15.0,15.0,0.8657142857142883,0
Single,Change in course,0.2857142857142857,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Unskilled Workers,Yes,No,No,No,Female,No,0.11764705882352944,No,0.0,0.5,0.75,0.47619047619047616,0.5833333333333333,0.0,0.0,0.5,0.75,0.25,0.46370967741935465,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Enrolled,12.0,8.0,-1.333333333333334,0
Single,1st phase—general contingent,0.8571428571428571,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.625,0.6875,0.38095238095238093,0.546875,0.0,0.0,0.625,0.5625,0.41666666666666663,0.40887096774193543,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Enrolled,14.0,9.0,-1.5500000000000007,0
Single,2nd phase—general contingent,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Service/Sales/Security,Yes,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.375,0.625,0.09523809523809523,0.375,0.0,0.0,0.375,0.8125,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Enrolled,10.0,1.0,-4.125000000000001,0
Single,Over 23 years old,0.2857142857142857,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,0.4117647058823528,No,0.0,0.5,0.75,0.19047619047619047,0.4444444444444444,0.0,0.0,0.5,1.0,0.16666666666666666,0.35080645161290314,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Dropout,12.0,4.0,-1.166666666666666,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.5,0.375,0.5714285714285714,0.7395833333333333,0.0,0.0,0.5,0.375,0.5,0.5604838709677419,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,-1.833333333333334,0
Single,2nd phase—general contingent,0.2857142857142857,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Technicians & Professionals,No,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.4375,0.5714285714285714,0.7619047619047619,0.0,0.0,0.5,0.4375,0.5,0.7056451612903224,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate,12.0,12.0,-0.5476190476190474,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Service/Sales/Security,Skilled Industry Workers,No,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.5,0.4375,0.5714285714285714,0.6130952380952381,0.0,0.0,0.5,0.375,0.5,0.7217741935483871,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,1.0476190476190474,0
Single,2nd phase—general contingent,0.2857142857142857,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Unskilled Workers,Yes,No,No,Yes,Female,No,0.23529411764705888,No,0.0,0.375,0.8125,0.2857142857142857,0.4097222222222223,0.0,0.0,0.375,0.75,0.16666666666666666,0.35080645161290314,0.0,0.2093023255813954,0.0,0.12417437252311753,Enrolled,10.0,5.0,-0.8333333333333339,0
Single,Holders of other higher courses,0.2857142857142857,Nursing,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Administrative Staff,Service/Sales/Security,No,No,Yes,No,Female,No,0.6470588235294117,No,0.0,0.625,0.4375,0.0,0.0,0.0,0.0,0.625,0.4375,0.0,0.0,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Dropout,14.0,0.0,-0.5250000000000004,1
Single,1st phase—general contingent,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Farmers/Ag Workers,No,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.375,0.6875,0.38095238095238093,0.43452380952380953,0.0,0.0,0.375,0.5625,0.41666666666666663,0.4959677419354839,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Enrolled,10.0,9.0,0.4285714285714288,0
Single,1st phase—general contingent,0.2857142857142857,Basic Education,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Machine Operators,No,No,Yes,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.625,0.47619047619047616,0.5833333333333333,0.0,0.0,0.5,0.625,0.3333333333333333,0.44758064516129037,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout,12.0,9.0,-1.5,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.5,0.5625,0.5714285714285714,0.42708333333333326,0.0,0.0,0.5,0.6875,0.41666666666666663,0.6895161290322579,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,12.0,11.0,2.5,0
Single,2nd phase—general contingent,0.5714285714285714,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.375,0.5,0.47619047619047616,0.4583333333333335,0.0,0.0,0.375,0.625,0.41666666666666663,0.45725806451612894,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate,10.0,10.0,-0.20000000000000107,0
Single,1st phase—general contingent,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,No,Female,Yes,0.11764705882352944,No,0.0,0.375,0.4375,0.2857142857142857,0.3402777777777777,0.0,0.0,0.375,0.625,0.25,0.5236175115207374,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Dropout,10.0,6.0,1.6190476190476204,0
Single,2nd phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Technicians & Professionals,Unskilled Workers,No,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.625,0.6875,0.5714285714285714,0.6757812499999998,0.0,0.0,0.75,0.5625,0.6666666666666666,0.7731720430107526,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate,15.0,14.0,0.9769444444444453,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Other Admin Support,Unskilled Ag Workers,No,No,Yes,Yes,Female,Yes,0.17647058823529416,No,0.0,0.5,0.4375,0.47619047619047616,0.41666666666666674,0.0,0.0,0.5,0.5625,0.5,0.44758064516129037,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate,12.0,11.0,0.09999999999999964,0
Married,Change in course,0.2857142857142857,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Technicians & Professionals,No,No,No,Yes,Female,No,1.0,No,0.0,1.0,1.0,0.8571428571428571,0.5138888888888888,0.0,0.0,0.625,0.75,0.5833333333333333,0.5097926267281104,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,17.0,16.0,-0.19047619047619158,0
Married,Over 23 years old,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,1.0,No,0.0,0.625,0.5,0.47619047619047616,0.49583333333333335,0.0,0.0,0.625,0.5,0.41666666666666663,0.5114516129032257,0.0,0.0,0.7555555555555555,0.5785997357992074,Enrolled,14.0,10.0,0.0,0
Single,2nd phase—general contingent,0.8571428571428571,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Service/Sales/Security,Yes,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.75,0.5,0.7619047619047619,0.6278645833333332,0.0,0.0,0.75,0.5,0.6666666666666666,0.6341129032258063,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,16.0,16.0,0.0,0
Single,Over 23 years old,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,0.4117647058823528,No,0.0,0.5,0.375,0.5714285714285714,0.8090277777777777,0.0,0.0,0.5,0.375,0.16666666666666666,0.8346774193548386,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate,12.0,8.0,0.3333333333333339,0
Single,Ordinance No. 854-B/99,0.2857142857142857,Journalism and Communication,Daytime,Secondary education,Cape Verdean,Accounting & Admin course,Basic Edu 1st Cycle,Student,Service/Sales/Security,Yes,No,No,Yes,Female,No,0.05882352941176472,Yes,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2093023255813954,0.0,0.12417437252311753,Dropout,12.0,0.0,-0.5250000000000004,1
Single,2nd phase—general contingent,0.2857142857142857,Equiniculture,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Armed Forces,Yes,No,No,Yes,Male,No,0.11764705882352944,No,0.0,0.375,0.6875,0.19047619047619047,0.32291666666666674,0.0,0.0,0.375,0.5625,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Dropout,10.0,2.0,-3.625000000000001,0
Single,1st phase—general contingent,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Technicians & Professionals,Farmers/Ag Workers,No,No,No,Yes,Male,Yes,0.05882352941176472,No,0.0,0.375,0.3125,0.47619047619047616,0.4583333333333335,0.0,0.0,0.375,0.5,0.25,0.39919354838709664,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,10.0,8.0,-0.8000000000000007,0
Single,1st phase—general contingent,0.5714285714285714,Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Technicians & Professionals,Technicians & Professionals,Yes,Yes,Yes,Yes,Male,No,0.17647058823529416,No,0.0,0.375,0.375,0.47619047619047616,0.6041666666666665,0.0,0.0,0.375,0.625,0.41666666666666663,0.4379032258064516,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Enrolled,10.0,10.0,-1.799999999999999,0
Single,1st phase—general contingent,1.0,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,Yes,Yes,Yes,Male,No,0.11764705882352944,No,0.0,0.625,0.5,0.6666666666666666,0.5911458333333333,0.0,0.0,0.75,0.6875,0.6666666666666666,0.5309139784946236,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,15.0,15.0,-0.7138888888888886,0
Single,1st phase—general contingent,0.2857142857142857,Equiniculture,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Administrative Staff,Yes,No,No,Yes,Male,No,0.11764705882352944,No,0.0,0.5,0.5,0.38095238095238093,0.4375,0.0,0.0,0.5,0.875,0.16666666666666666,0.5927419354838709,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Dropout,12.0,6.0,1.4000000000000004,0
Single,2nd phase—general contingent,0.2857142857142857,Agronomy,Daytime,Secondary education,Portuguese,Administration & Commerce course,Higher Education Degree,Service/Sales/Security,Scientific Specialists,No,No,No,Yes,Male,No,0.11764705882352944,No,0.0,0.5,0.625,0.5714285714285714,0.6527777777777777,0.0,0.0,0.5,0.625,0.3333333333333333,0.5201612903225806,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Dropout,12.0,10.0,-1.416666666666666,0
